NIOZ140.64;NIOZ140.70;NIOZ140.79;NIOZ140.75;NIOZ140.68;NIOZ140.61;NIOZ140.86;NIOZ140.66;NIOZ140.80;NIOZ140.81;NIOZ140.84;NIOZ140.113;NIOZ140.72;NIOZ140.95;NIOZ140.100;NIOZ140.67;NIOZ140.115;NIOZ140.110;NIOZ140.74;NIOZ140.111;NIOZ140.85;NIOZ140.106;NIOZ140.69;NIOZ140.96;NIOZ140.101;NIOZ140.88;NIOZ140.122;NIOZ140.73;NIOZ140.99;NIOZ140.102;NIOZ140.112;NIOZ140.63;NIOZ140.121;NIOZ140.109;NIOZ140.65;NIOZ140.120;NIOZ140.83;NIOZ140.116;NIOZ140.104;NIOZ140.97;NIOZ140.107;NIOZ140.98;NIOZ140.78;NIOZ140.93;NIOZ140.105;NIOZ140.91;NIOZ140.117;NIOZ140.77;NIOZ140.87;NIOZ140.89;NIOZ140.118;NIOZ140.103;NIOZ140.92;NIOZ140.114;NIOZ140.76;NIOZ140.94;NIOZ140.119;NIOZ140.108
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;236;114;0;0;108;0;0;0;0;0;102;24;20;260;114;38;216;0;0;0;0;16;90;0;0;54;84;0;144;0;0;0;0;0;120;62;0;264;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;216;0;0;0;0;0;0;0;0;0;0;110;0;0;78;110;58;0;0;0;0;0;0;62;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0
210;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
344;0;0;0;16;0;0;0;132;0;0;0;0;56;0;0;0;0;0;0;0;0;0;76;0;0;4;20;0;0;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;10;54;0;0;0;0;0;0;0;0;0;0;0
0;298;0;0;0;0;0;0;112;0;0;0;0;0;0;0;78;0;80;0;0;304;0;268;0;0;180;0;0;46;20;114;0;0;0;0;12;148;56;0;384;0;0;10;152;0;224;0;0;0;546;14;10;116;0;32;0;0
0;608;0;0;0;0;0;0;118;0;0;112;0;62;0;0;58;40;0;0;0;54;62;194;84;0;0;20;14;0;0;0;46;74;0;122;0;20;16;134;0;0;40;0;0;0;0;0;0;0;56;0;0;34;0;0;422;0
0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;116;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;206;0;0;0;0;148;0;0;0;0;0;0;0;362;0;350;120;0;230;0;0;68;238;0;304;0;0;144;0;180;170;0;0;0;0;34;296;0;168;0;0;0;82;62;0;52;0;42;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476;0;0;0;40;0;0;50;14;50;0;0;0;0;0;0;94;0;58;0;0;206;130;0;0;0;0;0;0;644;0;0;0;0;0;0;20;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;204;0;0;0;0;0;0;80;0;0;0;0;0;0;78;218;0;0;0;0;68;0;230;0;0;0;0;0;0;36;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;452;0;0;124;0;0;0;0;224;0;0;50;0;172;82;12;132;272;80;0;0;0;0;0;140;196;0;0;78;0;12;102;0;0;0;0;0;208;122;0;46;0;100;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;272;118;0;48;416;0;0;0;72;0;120;0;0;874;8;0;62;0;0;0;0;0;240;0;142;20;0;0;0;0;30;92;0;60;0;0;0;8;0;0;56;0;24;0;0
0;0;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;40;0;0;0;108;0;0;0;56;50;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;88;0;0;0;0;0;14;0;0;0;58;66;32;0;0;0;0;0;0;100;276;0;102;0;0;0;0
0;0;0;0;0;0;0;0;0;0;174;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;198;0;0;22;0;0;0;0;0;0;0;0;0;18;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;108;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;94;0;0;0;0;30;0;0;0;0;0;0;0;198;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;58;0;0;0;0;0;0;0;0;0;48;0;0;0;202;194;0;0;22;16;0;0;62;0;0;0;174;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0
0;162;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;214;0;0;0;0;100;0;0;194;0;68;0;0;0;0;0;86;0;0;32;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;18;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;140;0;14;0;0;0;0;0;0;70;0;340;0;64;68;0;0;0;0;24;0;0;0;0;0;0;0;0;0;12;0;0;0;0
0;0;0;0;0;500;0;0;0;24;0;0;10;34;500;192;0;172;0;0;0;0;0;194;232;0;388;40;10;0;172;250;0;70;0;0;0;106;106;114;222;0;118;0;168;0;0;0;0;0;172;0;0;0;0;12;0;0
0;0;194;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;10;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;194;0;0;0;0;0;0;50;0;0;0;0;0;0;32;0;0;194;0;0;112;10;0;12;58;14;0;0;0;0;0;98;96;0;0;0;0;22;130;0;80;8;0;0;50;78;0;0;0;42;168;0
0;0;0;0;0;0;0;0;20;0;0;0;36;0;0;0;0;0;0;0;0;0;0;194;0;0;0;0;0;0;0;64;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;52;144;0;0;252;86;0;106;202;0;0;0;0;34;0;0;0;48;180;0;38;0;0;0;72;150;168;108;0;4;14;0;0;4;0;0;0;0;14;0;8;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;82;0;0;128;192;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;26;0;0;0;140;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;312;0;0;0;58;0;0;0;54;0;872;54;0;0;0;0;0;48;0;108;158;0;296;0;90;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;398;0;0;2;8;8;18;0;32;0;0;0;170;14;0;106;150;0;88;0;126;0;16;80;0;0;0;0;170;0;150;6;0;0;0
0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;106;0;108;0;42;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;22;0;0;50;42;0;0;0;0;0;0;0;0;0;188;0;0;0;0;0;44;0;0;0;54;0;0;0;0;12;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;0;0;166;0;0;56;160;0;0;0;0;44;44;0;0;156;50;0;188;0;0;12;62;50;0;0;0;0;0;104;0;200;0;0;0;0;98;0;18;0;18;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;176;0;102;0;0;20;232;0;0;0;0;0;10;24;0;0;0;0;0;0;48;0;300;0;0;0;0;50;0;0;82;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;12;112;234;0;0;608;0;0;0;62;0;0;190;0;40;0;0;48;0;0;0;0;0;0;0;10;98;0;0;0;0;0;76;0;0;0;0;0;46;28;0;28;0;0;0;0
0;0;0;0;0;0;210;0;262;0;0;0;14;218;186;168;0;60;0;0;0;0;0;194;0;0;40;0;0;114;0;336;0;88;0;0;0;20;0;0;4;0;50;18;0;0;0;0;156;0;84;0;0;90;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;434;120;0;0;1122;0;0;0;232;0;250;182;0;388;0;8;210;610;14;0;354;0;560;0;266;380;0;0;88;0;82;476;0;144;0;64;0;358;136;0;82;0;116;0;6
0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;78;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;46;0;0;48;0;342;0;0;28;0;16;240;0;158;0;176;0;118;0;4;0;0;0;0;108;60;70;0;50;0;0;0;0;82;0;390;0;0;328;10
0;0;0;0;0;0;280;0;0;0;0;0;0;274;0;0;0;0;0;0;0;116;0;398;0;0;176;0;0;0;0;0;0;0;0;0;0;48;144;0;122;0;0;0;40;0;12;24;0;0;0;98;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;368;0;102;0;0;0;0
0;0;0;0;0;0;70;0;0;0;116;0;0;498;338;0;0;522;0;0;160;44;0;0;66;0;236;22;52;76;124;132;0;672;0;0;14;92;154;0;304;0;0;50;102;40;42;0;0;0;90;80;0;150;0;42;0;8
0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0
0;0;0;46;0;196;0;0;0;22;0;0;26;0;0;0;0;0;112;0;0;22;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;154;0;0;0;8;0;0;0;0
0;0;0;0;0;236;138;0;0;0;0;0;0;0;0;184;0;362;0;0;168;0;0;0;0;0;0;20;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;16;74;0;0;0;0;0;0;0;0;0;0;0;194;0
0;0;0;0;0;0;0;38;0;0;0;0;12;60;0;4;0;0;0;0;0;126;0;210;0;0;0;6;0;0;32;0;0;0;0;0;0;16;6;0;0;0;2;0;10;0;0;8;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;178;0;0;0;124;0;0;134;194;0;0;0;146;0;74;74;0;252;114;0;104;0;0;36;0;0;0;0;0;114;22;118;126;0;172;0;18;0;78;0;264;0;0;0;252;30;0;0;0;0;0;0
0;0;0;168;100;0;0;122;0;0;0;0;0;0;104;108;0;0;46;0;0;78;0;110;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;114;314;136;0;0;102;0;30;0;22;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;254;0;0;0;0;0;182;0;32;0;0;0;0;0;0;8;0;12;8;0;0;0;0;0;0;0;0;0;0;0;86;0;0;10;18;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;18;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;152;54;0;0;0;0;0;0;14;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;36;0;0;14;70;0;0;88;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;34;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;238;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;84;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;26;180;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;128;0;0;0;0;22;0;0
0;0;0;0;0;0;0;0;0;34;36;0;0;0;0;0;0;0;0;228;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;300;0;0;12;0;8;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;200;164;0;0;178;0;0;0;0;0;118;0;0;118;0;0;36;46;60;0;0;0;0;0;0;0;0;0;0;0;0;200;24;172;0;0;0;56;70;0;56;0;22;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;66;0;0;0;64;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;60;0;0;0;176;0;0;0;0;0;0;40;96;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;176;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;316;340;116;0;0;0;0;0;542;0;34;0;172;70;0;0;0;0;0;172;0;0;378;0;0;0;106;0;64;0;0;0;306;0;0;0;0;0;0;0
0;0;0;0;0;174;0;0;0;0;0;0;0;252;0;0;0;0;0;0;0;58;0;118;0;0;76;0;0;28;98;0;290;116;0;172;0;62;0;98;0;0;0;48;48;0;66;0;0;0;94;68;0;16;0;0;170;16
0;0;0;0;0;0;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;174;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;66;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;64;0;0;0;0;0;0;30;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;172;0;6;0;0;0;0;4;0;0;26;8;0;0;0;0;0;0;0;0;0;0;0;0;2;20;0;0;0;0;0;26;2;0;2;0;0;0;0
0;0;0;0;0;0;36;0;0;0;0;0;0;510;0;0;0;246;112;0;0;148;0;626;0;0;448;0;8;296;194;226;0;312;0;572;0;78;312;0;214;0;16;76;112;0;10;0;0;0;464;118;0;60;0;222;0;4
0;0;0;0;0;0;0;0;0;0;0;0;0;112;198;0;0;258;0;0;48;4;0;22;92;0;90;0;0;604;156;60;578;50;0;96;0;150;0;0;100;0;0;60;64;0;18;0;0;0;68;74;0;46;0;30;0;12
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;2;20;0;0;0;0;0;0;0;0;0;0;30;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;264;0;0;0;288;0;458;152;14;0;0;294;0;1322;14;0;244;216;0;0;114;0;0;58;252;306;0;134;0;82;92;304;70;174;0;0;0;210;144;14;36;0;96;0;0
0;0;0;0;0;0;94;0;0;0;0;0;0;198;150;0;0;0;0;0;0;296;0;0;0;0;188;0;0;0;254;0;0;0;0;0;0;152;0;0;0;0;0;14;366;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;16;0;0;14;0;0;0;0;96;0;0;0;0;0;0;0;0;16;0;0;90;0;0;0;304;0;0;0;0;84;0;0;0;0;0;0;0;20;0;0;0;0;32;0;0;0;0;0;0
0;0;0;0;0;0;78;0;0;0;0;0;0;98;110;14;168;88;0;8;0;72;0;86;4;0;38;0;26;32;88;0;0;256;0;6;8;96;80;0;22;0;0;6;16;0;8;0;0;24;14;200;0;52;0;24;0;0
0;0;0;0;0;0;46;0;0;0;0;0;0;38;0;0;0;142;0;88;0;290;0;0;164;0;78;0;20;30;126;124;132;144;0;0;6;112;404;0;0;94;0;78;230;0;36;0;0;0;194;120;0;144;0;78;0;0
