NIOZ140.64;NIOZ140.70;NIOZ140.79;NIOZ140.75;NIOZ140.68;NIOZ140.61;NIOZ140.86;NIOZ140.66;NIOZ140.80;NIOZ140.81;NIOZ140.84;NIOZ140.113;NIOZ140.72;NIOZ140.95;NIOZ140.100;NIOZ140.67;NIOZ140.115;NIOZ140.110;NIOZ140.74;NIOZ140.111;NIOZ140.85;NIOZ140.106;NIOZ140.69;NIOZ140.96;NIOZ140.101;NIOZ140.88;NIOZ140.122;NIOZ140.73;NIOZ140.99;NIOZ140.102;NIOZ140.112;NIOZ140.63;NIOZ140.121;NIOZ140.109;NIOZ140.65;NIOZ140.120;NIOZ140.83;NIOZ140.116;NIOZ140.104;NIOZ140.97;NIOZ140.107;NIOZ140.98;NIOZ140.78;NIOZ140.93;NIOZ140.105;NIOZ140.91;NIOZ140.117;NIOZ140.77;NIOZ140.87;NIOZ140.89;NIOZ140.118;NIOZ140.103;NIOZ140.92;NIOZ140.114;NIOZ140.76;NIOZ140.94;NIOZ140.119;NIOZ140.108
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;50;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;0;0;14;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;316;402;0;0;136;0;0;0;0;0;0;254;0;354;0;6;194;0;86;0;26;0;0;0;122;114;0;130;68;0;0;146;0;138;0;0;0;338;0;0;14;50;28;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;162;0;0;246;0;0;144;0;0;100;0;10;132;0;850;0;214;0;0;54;12;62;190;0;0;16;0;176;0;176;0;0;0;130;0;0;88;0;0;0;10
0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;162;0;0;0;0;0;0;0;0;190;0;0;88;0;0;0;0;0;0;0;28;0;0;0;0;0;0;74;0;136;0;0;0;136;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;60;50;60;0;0;0;0;264;68;0;66;0;0;0;364;344;0;580;0;0;458;4
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;158;0;0;0;110;0;0;0;0;50;0;18;0;0;0;154;0;0;0;0;28;106;0;160;40;0;24;108;0;48;0;0;0;0;20;0;20;0;30;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;158;126;0;0;170;0;0;16;212;0;214;0;0;98;0;0;46;56;0;0;62;0;160;0;122;96;0;0;0;6;12;96;40;150;0;0;0;0;36;0;20;0;22;0;0
0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;44;0;0;0;0;0;6;160;0;0;144;0;0;0;228;0;0;0;0;0;32;0;0;0;0;20;0;0;0;0;20;0;0;0;0;0;64;0;0;0;0;0;0;0;0;98;0;90;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;268;0;0;98;90;0;0;0;0;88;0;30;44;0;0;0;0;0;382;0;54;0;0;158;0;0;0;112;0;62;0;0;0;268;120;0;62;0;0;0;0
0;0;0;0;0;0;0;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;18;108;0;0;0;0;0;12;276;72;0;120;152;46;0;224;226;0;70;86;0;78;22;0;54;86;98;0;78;0;152;20;54;178;0;328;0;10;26;158;0;56;0;0;0;166;188;0;26;26;20;0;0
0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;20;0;0;64;0;0;0;0;0;0;42;118;0;0;0;114;0;8;168;0;0;0;0;0;372;70;0;54;0;0;0;18
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;156;150;0;40;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;78;0;0;0;110;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318;0;0;0;0;0;0;0;0;16;0;0;26;0;0;0;72;0;0;0;0;0;0;0;0;0;16;52;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;152;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;0;0;68;94;0;0;0;0;0;0;0;14;22;0;216;192;0;66;0;0;0;0;4;0;0;0;0;0;24;2;0;0;0;0;0;0;6;0;12;0;0;0;0
0;0;0;0;0;0;140;72;0;0;0;0;0;206;70;0;0;408;0;634;0;308;0;258;478;0;292;0;60;252;24;152;0;398;0;464;0;16;112;96;224;180;82;28;136;0;90;0;0;0;46;104;0;210;0;68;0;14
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;50;0;0;0;0;40;6;44;80;0;0;0;0;116;0;0;0;122;0;0;14;42;62;0;0;18;0;0;0;0;0;0;74;0;0;0;0;0;22;0;50;0;0;0;60;0;80;0;14;12;256;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0
0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;234;0;0;0;132;0;0;0;16;0;0;94;0;0;0;0;0;90;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714;20;0;10;48;0;0;0;0;56;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;114;0;54;0;0;0;32;270;0;0;0;46;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;22;0;0;20;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;110;56;0;0;0;0;0;0;44;0;0;24;0;74;0;12;78;234;0;0;0;0;234;0;50;82;0;202;0;0;0;92;0;34;0;0;0;56;0;0;0;0;6;312;0
0;0;0;0;0;228;102;0;0;44;0;0;0;0;0;0;0;212;0;292;118;130;0;0;0;64;0;0;92;240;0;16;0;138;0;218;0;24;0;310;0;0;0;0;0;18;0;0;0;34;8;0;0;0;0;0;0;4
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;60;328;0;0;98;64;0;484;188;0;154;0;28;94;0;0;0;80;0;32;0;68;156;242;528;36;0;318;248;0;86;0;0;0;78;518;0;208;14;50;282;10
0;0;0;0;0;0;32;0;0;0;0;0;0;24;216;96;0;0;38;0;162;144;0;86;46;0;76;8;18;78;136;32;144;0;0;0;22;112;68;0;0;120;0;34;250;0;288;0;0;0;44;18;0;54;0;0;0;0
0;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;64;0;0;0;96;20;0;0;0;0;0;242;654;0;0;0;88;0;0;0;72;306;48;0;0;0;496;64;0;0;0;0;60;0;0;0;78;576;130;72;4;14;0;16;30;4;0;0;76;0;24;4;0;0;20;0
0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;146;0;0;0;0;0;248;254;0;0;0;0;0;0;0;0;0;0;0;0;66;60;0;196;0;30;18;0;0;0;0;0;0;0;22;0;44;0;0;0;4
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;0;0;0;142;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;128;0;0;0;0;0;0;0;0;244;166;0;0;156;0;0;0;0;0;0;0;0;38;0;0;0;10
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;140;0;0;0;42;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;46;0;0;0;0;0;0;0;26;0;0;0;10;70;0;0;0;0;0;0;0;0;138;0;0;0;40;0;62;0;0;0;0;0;0;0;0;26;0;0
0;0;0;0;0;0;128;0;0;0;0;0;0;90;210;0;0;66;0;80;0;116;0;48;138;0;266;0;16;82;86;0;62;12;0;290;0;46;54;0;18;0;0;60;12;0;0;0;0;0;0;134;0;106;0;48;0;24
0;0;0;236;0;0;0;0;0;34;0;0;0;28;136;0;0;0;0;0;0;0;0;0;0;108;0;0;124;48;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;40;0;0;0;92;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;320;0
0;172;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;16;0;0;18;0;122;0;0;0;0;0;18;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;136;0;0;0;0;212;0;0;78;0;0;0;0;12;0;0;0;0;0;38;130;60;70;0;0;18;158;0;96;0;0;0;118;98;0;48;0;50;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;122;0;0;136;118;0;0;0;0;2;136;0;0;0;0;0;0;0;0;116;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;4;0;0
0;0;0;0;0;0;62;0;0;0;0;0;0;44;40;0;0;86;0;46;0;0;0;0;0;0;36;0;0;110;20;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0
0;0;0;0;0;78;104;0;0;0;0;0;0;246;0;0;0;124;44;0;0;202;0;0;382;0;156;0;32;26;84;0;0;108;0;156;6;216;338;164;104;0;0;14;82;0;272;0;0;0;104;94;0;22;0;44;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;4;0;0;234;0;0;0;4;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;0
0;0;0;0;0;132;0;0;0;0;0;0;8;126;0;0;0;138;6;60;140;38;0;0;208;0;148;0;10;50;46;2;0;30;0;0;12;82;84;0;0;50;4;0;98;0;182;10;0;0;44;116;0;38;0;62;124;0
0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;0;0;0;0;0;0;78;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;10;0;12;0;0
0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;126;0;0;68;132;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;62;40;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;130;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;102;0;94;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;36;0;0;50;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;126;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;224;0;0;0;0;0;0;0;0
0;0;0;0;0;0;74;0;0;0;0;0;0;354;170;78;8;272;0;0;246;306;0;0;208;8;128;6;0;10;0;438;0;46;0;268;32;198;298;0;176;0;32;52;264;0;218;0;0;0;180;104;0;22;0;76;0;4
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;296;0;2;0;0;0;0;0;0;0;132;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;0;0;0;0;0
0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;62;0;0;70;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;8;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;0;0;0;120;0;10;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;10;58;0;0;0;0;12;0;0;0;0;0;0;0;168;0;0;0;0;0;0;0;84;0;30;26;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;122;0;0;8;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;98;0;0;0;0;72;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;242;0;50;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;312;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;26;0;0;0;0;0;0;0;0
0;0;0;0;0;0;34;14;0;0;0;0;32;0;0;0;0;0;0;220;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;0;0;0;0;0;8;0;0;0;68;0;0;0;0;0;0;0;0;188;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;116;0;0;0;0;0;0;0
0;0;386;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;4;0;4;0;6;2;0;0;0;0;0;0;0;44;14;0;0;0;0;8;34;0;76;0;0;0;0;24;0;6;0;10;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;70;0;0;0;0;36;0;0;0;46;52;0;32;0;0;0;0;0;0;0;0;0;2;116;0;0;0;0;0;0;36;0;4;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;0;0;0;0;0;0;0;0;0;0;32;70;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
